"rowid","Plot","Plot.Type","Date","Rec.Hour","Rec.Min","Start.sec","End.sec","Common.name","Confidence","Latin.name","class","order","File","Week","True.Positive","New.File"
91,"IF06","IF","20260429",4,55,1605,1608,"Acadian Flycatcher",0.5225,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260429_045500.wav",17,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-31_20260429_045500_001_C52.wav"
92,"IF01","IF","20260404",5,27,1167,1170,"Acadian Flycatcher",0.7004,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-27_20260404_052700_001_C70.wav"
93,"IF09","IF","20260425",4,59,1527,1530,"Acadian Flycatcher",0.6466,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260425_045900.wav",17,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-34_20260425_045900_001_C65.wav"
94,"TO04","TO","20260308",7,59,1578,1581,"Acadian Flycatcher",0.3313,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260308_075902.wav",10,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-04_20260308_075902_001_C33.wav"
95,"IF03","IF","20260421",6,4,1461,1464,"Acadian Flycatcher",0.5125,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-28_20260421_060402_001_C51.wav"
96,"TO02","TO","20260320",5,48,1671,1674,"Acadian Flycatcher",0.3199,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260320_054800.wav",12,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-02_20260320_054800_004_C32.wav"
97,"IF09","IF","20260425",4,59,1206,1209,"Acadian Flycatcher",0.4561,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260425_045900.wav",17,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-34_20260425_045900_001_C46.wav"
98,"IF03","IF","20260417",6,9,1062,1065,"Acadian Flycatcher",0.3666,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260417_060902.wav",16,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-28_20260417_060902_003_C37.wav"
99,"IF09","IF","20260425",4,59,1263,1266,"Acadian Flycatcher",0.3125,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260425_045900.wav",17,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-34_20260425_045900_001_C31.wav"
100,"IF03","IF","20260417",6,9,666,669,"Acadian Flycatcher",0.5773,"Empidonax virescens","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260417_060902.wav",16,NA,"D:/BirdNet_Validations/Acadian_Flycatcher/SMM2-28_20260417_060902_001_C58.wav"
101,"TO01","TO","20260411",5,14,903,906,"American Crow",0.4758,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260411_051400.wav",15,NA,"D:/BirdNet_Validations/American_Crow/SMM2-01_20260411_051400_001_C48.wav"
102,"IF01","IF","20260420",6,5,2652,2655,"American Crow",0.7485,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/American_Crow/SMM2-27_20260420_060502_001_C75.wav"
103,"TO01","TO","20260421",5,4,1512,1515,"American Crow",0.6726,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260421_050400.wav",16,NA,"D:/BirdNet_Validations/American_Crow/SMM2-01_20260421_050400_001_C67.wav"
104,"IF03","IF","20260421",5,4,3348,3351,"American Crow",0.4127,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_050400.wav",16,NA,"D:/BirdNet_Validations/American_Crow/SMM2-28_20260421_050400_001_C41.wav"
105,"RE03","RE","20260420",5,5,849,852,"American Crow",0.7098,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/American_Crow/SMM2-19_20260420_050500_001_C71.wav"
106,"RE09","RE","20260329",5,35,1101,1104,"American Crow",0.4511,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_053500.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-25_20260329_053500_001_C45.wav"
107,"IF09","IF","20260328",5,37,939,942,"American Crow",0.8788,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260328_053700.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-34_20260328_053700_001_C88.wav"
108,"TO08","TO","20260313",5,58,786,789,"American Crow",0.4202,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260313_055800.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-08_20260313_055800_001_C42.wav"
109,"RE03","RE","20260401",6,31,3264,3267,"American Crow",0.4542,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260401_063102.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-19_20260401_063102_001_C45.wav"
110,"TO08","TO","20260306",6,8,1926,1929,"American Crow",0.4419,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260306_060800.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-08_20260306_060800_001_C44.wav"
111,"TO08","TO","20260326",5,40,1698,1701,"American Crow",0.4768,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260326_054000.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-08_20260326_054000_001_C48.wav"
112,"TO03","TO","20260330",5,34,774,777,"American Crow",0.6889,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-03_20260330_053400_001_C69.wav"
113,"TO07","TO","20260402",5,30,1368,1371,"American Crow",0.9201,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260402_053000.wav",14,NA,"D:/BirdNet_Validations/American_Crow/SMM2-07_20260402_053000_001_C92.wav"
114,"TO09","TO","20260329",6,35,2280,2283,"American Crow",0.7402,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260329_063502.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-09_20260329_063502_001_C74.wav"
115,"TO07","TO","20260327",5,38,2040,2043,"American Crow",0.9964,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-07_20260327_053800_001_C10.wav"
116,"IF08","IF","20260303",7,12,2163,2166,"American Crow",0.5356,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260303_071202.wav",9,NA,"D:/BirdNet_Validations/American_Crow/SMM2-33_20260303_071202_001_C54.wav"
117,"TO13","TO","20260412",6,15,555,558,"American Crow",0.7594,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260412_061502.wav",15,NA,"D:/BirdNet_Validations/American_Crow/SMM2-13_20260412_061502_001_C76.wav"
118,"TO01","TO","20260328",6,37,552,555,"American Crow",0.8383,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260328_063702.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-01_20260328_063702_001_C84.wav"
119,"TO02","TO","20260330",6,34,3558,3561,"American Crow",0.9921,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260330_063402.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-02_20260330_063402_001_C99.wav"
120,"RE03","RE","20260323",5,44,747,750,"American Crow",0.9187,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260323_054400.wav",12,NA,"D:/BirdNet_Validations/American_Crow/SMM2-19_20260323_054400_001_C92.wav"
121,"RE03","RE","20260308",6,5,363,366,"American Crow",0.2691,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260308_060500.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-19_20260308_060500_001_C27.wav"
122,"TO11","TO","20260330",5,34,2667,2670,"American Crow",0.2688,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-11_20260330_053400_001_C27.wav"
123,"IF05","IF","20260414",5,13,1023,1026,"American Crow",0.537,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260414_051300.wav",15,NA,"D:/BirdNet_Validations/American_Crow/SMM2-22_20260414_051300_001_C54.wav"
124,"TO05","TO","20260330",5,34,3417,3420,"American Crow",0.6135,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-05_20260330_053400_001_C61.wav"
125,"TO11","TO","20260418",5,8,1698,1701,"American Crow",0.8407,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260418_050800.wav",16,NA,"D:/BirdNet_Validations/American_Crow/SMM2-11_20260418_050800_001_C84.wav"
126,"IF02","IF","20260310",6,3,1788,1791,"American Crow",0.522,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260310_060300.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-26_20260310_060300_001_C52.wav"
127,"RE03","RE","20260323",5,44,543,546,"American Crow",0.9053,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260323_054400.wav",12,NA,"D:/BirdNet_Validations/American_Crow/SMM2-19_20260323_054400_001_C91.wav"
128,"RE06","RE","20260316",6,52,2199,2202,"American Crow",0.8785,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260316_065202.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-17_20260316_065202_001_C88.wav"
129,"RE07","RE","20260316",5,52,2454,2457,"American Crow",0.5596,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260316_055200.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-23_20260316_055200_001_C56.wav"
130,"IF05","IF","20260411",5,14,2781,2784,"American Crow",0.3199,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260411_051400.wav",15,NA,"D:/BirdNet_Validations/American_Crow/SMM2-22_20260411_051400_001_C32.wav"
131,"TO05","TO","20260305",6,9,2553,2556,"American Crow",0.92,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260305_060900.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-05_20260305_060900_001_C92.wav"
132,"IF07","IF","20260304",16,18,3522,3525,"American Crow",0.9308,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260304_161802.wav",9,NA,"D:/BirdNet_Validations/American_Crow/SMM2-32_20260304_161802_001_C93.wav"
133,"IF10","IF","20260306",7,8,3114,3117,"American Crow",0.5228,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF10\SMM2-26_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-26_20260306_070802_001_C52.wav"
134,"TO03","TO","20260330",5,34,888,891,"American Crow",0.8041,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-03_20260330_053400_001_C80.wav"
135,"TO06","TO","20260406",6,24,2766,2769,"American Crow",0.9099,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260406_062402.wav",14,NA,"D:/BirdNet_Validations/American_Crow/SMM2-06_20260406_062402_001_C91.wav"
136,"RE09","RE","20260329",5,35,3585,3588,"American Crow",0.9512,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_053500.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-25_20260329_053500_001_C95.wav"
137,"IF10","IF","20260304",6,11,573,576,"American Crow",0.7035,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF10\SMM2-26_20260304_061100.wav",9,NA,"D:/BirdNet_Validations/American_Crow/SMM2-26_20260304_061100_001_C70.wav"
138,"TO01","TO","20260411",18,15,249,252,"American Crow",0.8411,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260411_181500.wav",15,NA,"D:/BirdNet_Validations/American_Crow/SMM2-01_20260411_181500_001_C84.wav"
139,"IF10","IF","20260304",6,11,711,714,"American Crow",0.7898,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF10\SMM2-26_20260304_061100.wav",9,NA,"D:/BirdNet_Validations/American_Crow/SMM2-26_20260304_061100_001_C79.wav"
140,"TO14","TO","20260315",5,51,1551,1554,"American Crow",0.2749,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260315_055100.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-14_20260315_055100_001_C27.wav"
141,"IF07","IF","20260304",6,18,2139,2142,"American Crow",0.9094,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260304_061802.wav",9,NA,"D:/BirdNet_Validations/American_Crow/SMM2-32_20260304_061802_001_C91.wav"
142,"IF02","IF","20260310",6,3,255,258,"American Crow",0.929,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260310_060300.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-26_20260310_060300_001_C93.wav"
143,"RE06","RE","20260316",5,52,2466,2469,"American Crow",0.7061,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260316_055200.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-17_20260316_055200_001_C71.wav"
144,"IF01","IF","20260420",5,5,2097,2100,"American Crow",0.8217,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/American_Crow/SMM2-27_20260420_050500_001_C82.wav"
145,"RE09","RE","20260329",6,35,45,48,"American Crow",0.8826,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_063502.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-25_20260329_063502_001_C88.wav"
146,"IF08","IF","20260303",7,12,2010,2013,"American Crow",0.3521,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260303_071202.wav",9,NA,"D:/BirdNet_Validations/American_Crow/SMM2-33_20260303_071202_001_C35.wav"
147,"IF02","IF","20260314",5,57,1752,1755,"American Crow",0.5215,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260314_055700.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-26_20260314_055700_001_C52.wav"
148,"TO07","TO","20260327",5,38,1545,1548,"American Crow",0.7367,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-07_20260327_053800_001_C74.wav"
149,"TO11","TO","20260413",6,15,2526,2529,"American Crow",0.9527,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260413_061502.wav",15,NA,"D:/BirdNet_Validations/American_Crow/SMM2-11_20260413_061502_001_C95.wav"
150,"RE05","RE","20260312",16,41,2445,2448,"American Crow",0.2848,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260312_164102.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-21_20260312_164102_001_C28.wav"
151,"TO03","TO","20260330",6,34,3549,3552,"American Crow",0.5875,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260330_063402.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-03_20260330_063402_001_C59.wav"
152,"RE03","RE","20260323",6,44,2991,2994,"American Crow",0.6637,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260323_064402.wav",12,NA,"D:/BirdNet_Validations/American_Crow/SMM2-19_20260323_064402_001_C66.wav"
153,"TO07","TO","20260327",5,38,2097,2100,"American Crow",0.8088,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-07_20260327_053800_001_C81.wav"
154,"IF01","IF","20260307",7,7,2679,2682,"American Crow",0.2872,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260307_070702.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-27_20260307_070702_001_C29.wav"
155,"RE09","RE","20260329",5,35,2628,2631,"American Crow",0.9868,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_053500.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-25_20260329_053500_001_C99.wav"
156,"TO01","TO","20260328",5,37,963,966,"American Crow",0.8971,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260328_053700.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-01_20260328_053700_001_C90.wav"
157,"IF01","IF","20260312",7,0,1086,1089,"American Crow",0.5894,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-27_20260312_070002_001_C59.wav"
158,"RE07","RE","20260316",6,52,381,384,"American Crow",0.5531,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260316_065202.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-23_20260316_065202_001_C55.wav"
159,"TO07","TO","20260327",5,38,1602,1605,"American Crow",0.9579,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-07_20260327_053800_001_C96.wav"
160,"RE05","RE","20260309",16,41,714,717,"American Crow",0.672,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260309_164102.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-21_20260309_164102_001_C67.wav"
161,"TO07","TO","20260327",5,38,1713,1716,"American Crow",0.6873,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-07_20260327_053800_001_C69.wav"
162,"IF05","IF","20260315",6,51,762,765,"American Crow",0.3631,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260315_065103.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-22_20260315_065103_001_C36.wav"
163,"TO08","TO","20260313",6,58,3045,3048,"American Crow",0.5632,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260313_065802.wav",11,NA,"D:/BirdNet_Validations/American_Crow/SMM2-08_20260313_065802_001_C56.wav"
164,"IF07","IF","20260304",16,18,1440,1443,"American Crow",0.9293,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260304_161802.wav",9,NA,"D:/BirdNet_Validations/American_Crow/SMM2-32_20260304_161802_002_C93.wav"
165,"RE05","RE","20260309",9,41,2811,2814,"American Crow",0.6687,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260309_094102.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-21_20260309_094102_001_C67.wav"
166,"TO04","TO","20260307",8,59,3525,3528,"American Crow",0.3358,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260307_085902.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-04_20260307_085902_001_C34.wav"
167,"TO05","TO","20260319",5,50,300,303,"American Crow",0.3332,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260319_055000.wav",12,NA,"D:/BirdNet_Validations/American_Crow/SMM2-05_20260319_055000_001_C33.wav"
168,"TO02","TO","20260303",6,12,2865,2868,"American Crow",0.5517,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_061200.wav",9,NA,"D:/BirdNet_Validations/American_Crow/SMM2-02_20260303_061200_001_C55.wav"
169,"IF09","IF","20260425",5,59,1224,1227,"American Crow",0.5323,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260425_055902.wav",17,NA,"D:/BirdNet_Validations/American_Crow/SMM2-34_20260425_055902_001_C53.wav"
170,"RE05","RE","20260309",6,41,2664,2667,"American Crow",0.6441,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260309_064102.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-21_20260309_064102_001_C64.wav"
171,"RE09","RE","20260329",5,35,204,207,"American Crow",0.6466,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_053500.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-25_20260329_053500_001_C65.wav"
172,"TO05","TO","20260330",5,34,2784,2787,"American Crow",0.4111,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-05_20260330_053400_001_C41.wav"
173,"RE03","RE","20260323",5,44,741,744,"American Crow",0.6477,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260323_054400.wav",12,NA,"D:/BirdNet_Validations/American_Crow/SMM2-19_20260323_054400_001_C65.wav"
174,"TO02","TO","20260330",6,34,3411,3414,"American Crow",0.901,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260330_063402.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-02_20260330_063402_001_C90.wav"
175,"TO08","TO","20260326",5,40,1701,1704,"American Crow",0.5962,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260326_054000.wav",13,NA,"D:/BirdNet_Validations/American_Crow/SMM2-08_20260326_054000_001_C60.wav"
176,"TO10","TO","20260307",7,7,3342,3345,"American Crow",0.3412,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_070703.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-10_20260307_070703_001_C34.wav"
177,"IF10","IF","20260306",17,44,222,225,"American Crow",0.6493,"Corvus brachyrhynchos","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF10\SMM2-26_20260306_174400.wav",10,NA,"D:/BirdNet_Validations/American_Crow/SMM2-26_20260306_174400_001_C65.wav"
